ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,acct_num,age
673-47-6327,2274705549121514,Jeffrey,Le,M,95564 Ashley Skyway,Virginia Beach,VA,23455,36.8881,-76.1446,437994,"Chemist, analytical",792748879959,34.97534246575343
607-28-9682,378752070204268,William,Estrada,M,712 Edward Cliffs,Maryville,TN,37804,35.7991,-83.8852,81474,"Engineer, drilling",268742862368,37.298630136986304
636-52-7582,180060987312671,Steven,Hall,M,76075 Wong Manor,Newnan,GA,30263,33.3696,-84.8194,84721,Management consultant,924436869854,68.47945205479452
213-81-9367,3531916543089527,Crystal,Thomas,F,91505 Aguirre Groves,Phoenix,AZ,85017,33.5153,-112.1212,1312922,Heritage manager,702497909163,73.42739726027398
819-37-7864,60400268763,Eric,Gardner,M,6497 Mclean Corners Suite 365,Mobile,AL,36617,30.7145,-88.0918,270712,Physiological scientist,279317935556,67.58904109589041
034-03-6664,4537309649694,Charlotte,Marshall,F,95296 Manuel Causeway,King,NC,27021,36.295,-80.356,18106,Metallurgist,513650448157,26.832876712328765
184-48-5731,2229276364315942,Sydney,Oliver,F,654 Sandoval Gateway Suite 544,Cairo,NY,12413,42.3096,-74.0115,2948,Environmental consultant,778709317235,81.85205479452055
805-10-5003,3569993934497432,Kenneth,Nelson,M,0882 Jeffrey Ramp Suite 862,Bakersfield,CA,93306,35.3867,-118.9391,520197,Trade union research officer,527091056867,56.345205479452055
590-86-8736,4132109720217076,Gabriel,Lam,M,46557 Michele Crossroad Apt. 300,Ellwood City,PA,16117,40.8729,-80.2559,17185,Immigration officer,623964850083,73.67945205479452
869-39-6251,5593900251213750,Scott,Lin,M,59570 Arellano Common Apt. 145,Dayton,TN,37321,35.5002,-85.0135,19113,Sub,207439810683,61.37808219178082
713-42-6498,6011113885034236,Sandra,Moore,F,33474 Joseph Fords,Hodge,LA,71247,32.2632,-92.735,1175,Clinical cytogeneticist,330792868853,91.3013698630137
680-58-9494,6580085294690215,Matthew,Compton,M,1743 Kevin Ville Suite 023,Houston,TX,77075,29.6223,-95.26,2906700,Software engineer,870993336751,28.186301369863013
049-21-2654,180066527523321,Kelly,Hernandez,F,20256 Jason Wells,East Hanover,NJ,7936,40.8192,-74.3636,11157,Administrator,22461484223,65.63561643835617
203-33-6690,38116750762791,Lisa,Potter,F,02453 Christian Extensions Apt. 984,Presidio,TX,79845,29.5573,-104.3551,5138,Ranger/warden,258430876528,42.62465753424657
222-35-2160,503884719017,Jordan,Martin,F,240 Brown Via,Rolling Meadows,IL,60008,42.073,-88.0191,22717,Patent attorney,914468510164,46.10958904109589
677-70-7579,3577546199240655,Mark,Perez,M,72581 Eric Rapid Apt. 956,Charlottesville,VA,22901,38.0936,-78.5611,112588,"Nurse, mental health",587372208833,53.29041095890411
730-33-8309,3537337912121102,Bryan,Ellis,M,58690 Shawn Causeway,Clint,TX,79836,31.5494,-106.2038,5772,Radio producer,761460541709,27.495890410958904
818-81-3696,3551999452951718,Christopher,Thomas,M,4338 White Brooks Suite 422,Brooklyn,NY,11220,40.6412,-74.0133,2504700,"Clinical scientist, histocompatibility and immunogenetics",194887063687,59.87671232876713
696-42-4271,3533083344470485,Sara,Porter,F,47020 Austin Lane Suite 195,Atlanta,GA,30360,33.9378,-84.2716,900273,Energy manager,750708841892,68.28767123287672
509-33-2977,6532956342777528,Christopher,Howard,M,61658 Donald Rapids,Mount Olive,AL,35117,33.6768,-86.8717,5367,Contractor,717378839581,42.843835616438355
587-93-2584,4115630295596363,David,Barnett,M,629 Beck Falls,Camden,OH,45311,39.6134,-84.61,6367,Archivist,414169986141,32.534246575342465
344-85-4247,3585133138004987,Sarah,Walker,F,12212 Nathan Hill,Milton,FL,32570,30.6604,-87.0473,83284,Sales promotion account executive,124053412068,35.5013698630137
552-20-7135,180087640191853,Dennis,Medina,M,4200 Thompson Parkway Suite 787,Clare,MI,48617,43.8223,-84.7635,8857,Financial risk analyst,347170402655,46.42191780821918
336-95-6353,4464196234219266,Robert,White,M,04104 Cheryl Place,Westerville,OH,43081,40.1146,-82.9105,85937,"Engineer, water",309721979753,60.38356164383562
524-73-1834,2597269999498120,Jose,Gonzalez,M,36660 Jasmin Circle,San Bernardino,CA,92407,34.2166,-117.3908,236660,"Accountant, chartered public finance",821183609992,24.55890410958904
553-44-3169,180031050524385,Stephanie,Pierce,F,8269 Donna Port,Milton,FL,32570,30.6604,-87.0473,83284,Veterinary surgeon,64692720575,80.63013698630137
408-69-7082,4633283896337614,Kathy,Reid,F,67136 Sanford Coves Apt. 132,Albany,NY,12222,42.6853,-73.8253,151022,Risk analyst,175196448812,72.76164383561644
232-92-9975,4883527918750676,Katherine,Davis,F,5920 Melissa Via,Big Rapids,MI,49307,43.6897,-85.4797,20112,Geographical information systems officer,847170970224,45.25205479452055
637-17-7653,3561781596983841,Gregory,Jimenez,M,266 Dominguez View,Massillon,OH,44646,40.8116,-81.4973,65540,Oceanographer,423199734525,55.54794520547945
627-46-9417,5557349899255399,Don,Graham,M,4299 Sean Road,Saint Cloud,MN,56303,45.5713,-94.2036,74438,Public relations officer,838131597812,64.2958904109589
422-55-9671,4799670808974748590,Samuel,Mitchell,M,83984 Robert Gardens Suite 785,Atlanta,GA,30349,33.6053,-84.4813,900273,"Engineer, maintenance",804871150347,37.084931506849315
550-69-1751,6598044509286053,Traci,Wilson,F,62706 Roberts Rapids,Raleigh,NC,27613,35.8949,-78.7051,489514,"Biochemist, clinical",923495613849,43.30684931506849
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,Willimantic,CT,6226,41.7149,-72.2134,20114,Metallurgist,16815649835,47.57260273972603
001-28-0753,4661995305641840,Pamela,Lee,F,467 Wayne Neck Apt. 187,Sequim,WA,98382,48.0881,-123.1198,26856,"Designer, television/film set",963852703688,62.4986301369863
823-05-0512,2236510344442991,Todd,Long,M,568 Cardenas Landing Apt. 406,Saint Louis,MO,63121,38.7072,-90.3055,927396,Curator,858080338124,48.227397260273975
120-42-5640,3572562221905335,Timothy,Holland,M,0474 Lester Hollow Suite 559,Sanford,FL,32771,28.8013,-81.285,78268,Environmental health practitioner,479321710054,25.794520547945204
175-13-3798,213150712455316,Carol,Poole,F,36221 Sarah Tunnel,North Baltimore,OH,45872,41.1867,-83.6806,4240,Public house manager,703424593812,71.01095890410959
649-60-8105,4488395855852296,Michael,Jackson,M,51618 Burns Ridges Apt. 710,Springfield,MO,65807,37.1668,-93.3085,219752,Legal secretary,59769782577,36.21643835616438
873-82-0773,379147744735350,Patricia,Evans,F,71594 Gonzalez Highway Apt. 053,Flushing,NY,11358,40.7606,-73.7968,219342,Records manager,586308326799,74.11232876712329
228-25-2045,213161133892607,Kayla,Hunter,F,152 Daniels Flat,Barnwell,SC,29812,33.2335,-81.3523,11864,Acupuncturist,907463200274,82.09041095890412
446-24-5177,4521746535378012,Kayla,Boyer,F,7344 Crawford Street Suite 762,Ruston,LA,71270,32.5308,-92.6439,32780,"Therapist, drama",437266635416,78.23835616438356
067-40-3678,4299946645094,Laurie,Willis,F,010 Castillo Ports,Keller,TX,76244,32.931,-97.2843,95035,Adult guidance worker,994419325906,40.054794520547944
853-88-5577,4189684424648844,Lisa,Crosby,F,572 Colon Overpass Suite 958,Carmel,IN,46032,39.9712,-86.1245,77123,Computer games developer,570996350701,48.134246575342466
863-76-0842,4179789124883971,Steven,Murray,M,844 Cochran Turnpike Suite 367,Neosho,MO,64850,36.8706,-94.3862,24063,"Designer, jewellery",113917007014,55.31780821917808
187-93-3566,4388568119397818,Denise,Hendricks,F,99217 Ray Land,Racine,WI,53404,42.7433,-87.8053,127302,Interpreter,614815149376,27.257534246575343
434-75-3404,4158807053261,Alejandro,Garner,M,391 John Walks,La Fargeville,NY,13656,44.1987,-75.9569,2861,Site engineer,936842534125,55.632876712328766
486-40-2203,4513609085818102,Diane,Brown,F,3736 Rebecca Square,Buckeye,AZ,85326,33.389,-112.6077,63868,Set designer,225469416426,83.6054794520548
776-52-2292,30135896933536,Robert,Brown,M,585 Davis Roads,Millry,AL,36558,31.6269,-88.3559,3854,"Horticulturist, amenity",732078733647,52.2
089-84-5478,6539792551164360,Tyler,Austin,M,377 Stephen Walk,Rockville,MD,20851,39.0763,-77.1234,130569,"Designer, interior/spatial",655174507431,45.71506849315068
785-84-6197,6011534281644163,Billy,Barry,M,3584 Clayton Canyon Suite 103,Rochester,NY,14621,43.1834,-77.6043,478127,"Surveyor, minerals",2348758451,47.74246575342466
503-28-0136,4763628144471893955,Robert,House,M,067 Green Throughway Apt. 922,Washington,DC,20037,38.9014,-77.0504,601723,Risk analyst,839823220797,43.487671232876714
629-66-7444,4513587271743068815,Rachel,Todd,F,034 Brittany Trace Apt. 873,Egg Harbor Township,NJ,8234,39.3741,-74.6118,42532,Sports therapist,487349480706,46.63013698630137
766-46-8389,4364770413090,Adam,Gentry,M,86028 Randy Keys Suite 204,Chicago,IL,60611,41.8971,-87.6223,2680484,Broadcast journalist,930527036205,66.92876712328767
884-30-1393,3557720441007949,Ariana,Lewis,F,3810 Klein Inlet Apt. 224,Atlanta,GA,30309,33.7984,-84.3883,900273,Sport and exercise psychologist,515190423953,55.3041095890411
602-94-9143,30264963225178,Sarah,Leon,F,0432 Garcia Place,Marysville,WA,98271,48.0966,-122.198,73083,Wellsite geologist,38876402011,21.123287671232877
313-49-8616,6011630702867209,Taylor,Hernandez,F,95366 Chad Lake,Tampa,FL,33613,28.0772,-82.4455,717255,"Engineer, chemical",642285306665,29.53698630136986
011-44-7617,30500173259006,Rebecca,Robinson,F,30722 Daniel Plains Suite 908,Sacramento,CA,95826,38.5539,-121.3693,757530,Public house manager,85403704550,56.04109589041096
400-64-2336,4045461719281704,Jordan,Torres,F,23442 Michael Course Suite 025,Brooklyn,NY,11229,40.6011,-73.9475,2504700,"Education officer, community",298876952198,69.82191780821918
146-94-0279,3547726903265514,Courtney,Anderson,F,79480 Joseph Key Suite 985,Gresham,OR,97030,45.5154,-122.4203,77581,Clinical research associate,40296521048,33.28767123287671
109-14-9421,4589126864986470,Kristi,Moody,F,37600 Collins Green Apt. 837,Madison,CT,6443,41.309,-72.6153,18269,"Surveyor, hydrographic",98682979484,41.62191780821918
113-74-0533,30499216400695,Omar,Gallagher,M,9235 Joshua Grove,Harrisonburg,VA,22801,38.4489,-78.8714,67593,"Sales professional, IT",298229842867,62.895890410958906
041-65-2585,2249865462202121,Curtis,Acosta,M,55033 Bruce Brook,Cresson,PA,16699,40.4845,-78.7022,6549,Sports therapist,414545936205,56.821917808219176
813-38-6608,30391900889913,Barbara,Wilson,F,91692 Dominic Park,Marion,IN,46952,40.5743,-85.6741,44485,"Engineer, drilling",502226927571,64.64657534246575
690-69-9457,3590608548186741,James,Williams,M,984 John Crest,Sulphur,LA,70663,30.219,-93.3639,38893,Chief Strategy Officer,917933349154,30.28219178082192
457-11-1575,213151985458292,Tonya,Parker,F,40153 Farmer Harbors,Max Meadows,VA,24360,36.9056,-80.9244,6169,Passenger transport manager,31830500053,95.81643835616438
330-49-9417,3549466720108245,Sierra,Le,F,818 Samantha Shoal,Cramerton,NC,28032,35.2396,-81.0831,3105,Environmental education officer,491831045661,75.92328767123287
786-37-0019,4208581745273533,Jennifer,Moore,F,7004 Erik Court,Evanston,IL,60202,42.0302,-87.6865,79009,"Surveyor, minerals",154405868597,36.794520547945204
719-43-1757,213161255904610,Sophia,Brown,F,04660 Christopher Points,Dunkirk,NY,14048,42.4877,-79.3283,15072,Financial manager,156862391556,29.315068493150687
089-04-1471,3532961512048509,Kathleen,Jordan,F,44604 Patricia Mill Suite 346,Ballston Spa,NY,12020,43.005,-73.8486,31192,Agricultural consultant,683359666188,69.51780821917808
341-31-0113,373472435861760,Joseph,Martin,M,27267 William Vista Suite 656,Tempe,AZ,85282,33.3917,-111.9249,167311,"Designer, ceramics/pottery",145410093763,30.084931506849315
079-80-7241,6584947712903502,Andrew,Proctor,M,489 Holder Drive,Granger,IA,50109,41.7616,-93.8533,2762,Comptroller,344607961474,45.704109589041096
832-27-5040,576682121560,Sarah,Jacobs,F,54920 Keller Harbor Suite 111,Winnfield,LA,71483,31.9214,-92.6366,11294,Video editor,852521190968,35.83835616438356
560-71-1316,213173063435943,Kathryn,Shields,F,188 Willis Manor,Miami,FL,33125,25.7825,-80.2341,1737737,Software engineer,444121745201,60.44931506849315
887-03-5691,5402125434123012,Michael,Williams,M,37218 Brown Centers Apt. 203,Joplin,MO,64801,37.0969,-94.5051,72274,Civil Service fast streamer,492180379270,60.26849315068493
848-76-9903,502014003474,Robin,Allen,F,197 Williams Summit Apt. 625,New Orleans,LA,70117,29.9703,-90.0312,382333,Warehouse manager,828833207962,33.347945205479455
740-65-4234,2714785501137532,George,Martin,M,72887 Thomas Tunnel,Tampa,FL,33609,27.9425,-82.5057,717255,Psychotherapist,835795242616,48.364383561643834
733-30-7667,2316088197223993,Mark,Cruz,M,1837 Monroe Canyon Suite 681,Casper,WY,82601,42.8458,-106.3166,69012,Actor,876955275189,55.18904109589041
561-02-8996,377800244323620,Carla,Holloway,F,069 Arnold Vista Suite 467,Elmont,NY,11003,40.6976,-73.7049,41356,Advertising account planner,882138752516,70.35342465753425
699-88-5842,2391395215016426,Jasmine,Smith,F,35084 Julian Forest,South Gate,CA,90280,33.9462,-118.2013,94396,"Clinical scientist, histocompatibility and immunogenetics",591073411222,30.03013698630137
592-18-4728,180081300416916,Robin,Stewart,F,21516 Cortez Track,Rancho Cordova,CA,95670,38.6072,-121.2761,60722,Statistician,429450179691,71.55342465753425
414-92-4016,4348110501474,Jason,Mack,M,8961 Kennedy Plaza,Northville,MI,48168,42.4086,-83.4978,43315,Leisure centre manager,817422262939,21.186301369863013
141-70-1252,38512395978158,Jack,Moore,M,972 Jessica Brook,Fort Myers,FL,33966,26.5824,-81.832,224256,"Designer, exhibition/display",864558172581,48.31232876712329
446-98-6059,4772051710730871565,Renee,Fischer,F,370 Connor Island Suite 380,Athens,GA,30605,33.9321,-83.3525,116272,Electronics engineer,489148101341,34.12876712328767
842-10-4944,180072602925464,Michael,Powell,M,2884 Shane Meadow,Branford,CT,6405,41.28,-72.8106,27860,Fitness centre manager,9174508637,87.03561643835616
669-49-3390,4135386762592387,Jessica,Gordon,F,060 Holmes Pike Suite 932,Kenosha,WI,53142,42.556,-87.8705,112912,Barista,368052591212,26.92876712328767
797-31-4256,580892739617,Tina,Murphy,F,4053 Jenkins Centers Suite 897,Galion,OH,44833,40.7303,-82.7939,17121,Restaurant manager,372419534566,96.52328767123288
261-21-7149,2710384227362733,Christopher,Mccarthy,M,271 Kathleen Village,Chimayo,NM,87522,36.4654,-106.5785,3384,"Psychologist, forensic",407292316883,38.37534246575343
502-55-9941,2516204298514481,Jennifer,Tran,F,2169 Jared Walks,Cincinnati,OH,45205,39.1104,-84.5757,795220,Editorial assistant,30868705010,51.93972602739726
765-53-9317,213114264710684,Alexander,Jones,M,31637 Pamela Spur Apt. 049,Randolph,NJ,7869,40.8456,-74.5725,25291,"Engineer, civil (contracting)",202759730568,40.961643835616435
856-59-3008,4693172947638083909,Patrick,Avila,M,0259 Rodriguez Rapids Apt. 932,Moline,IL,61265,41.4906,-90.498,45099,"Psychologist, counselling",174808237006,22.019178082191782
185-70-1426,4635049602667653,Samantha,Chavez,F,453 Baker Summit,Crosswicks,NJ,8515,40.1476,-74.6615,4637,Theatre director,23079585520,31.304109589041097
741-01-8285,180040675602088,Adam,Espinoza,M,290 Jacob Club,Pearl City,HI,96782,21.4084,-157.9652,40496,Meteorologist,909573697786,60.701369863013696
834-31-0534,4890932253332023512,Andrew,Pacheco,M,0193 Campbell Underpass Apt. 369,Fitzgerald,GA,31750,31.7248,-83.2495,18687,Retail merchandiser,609082881664,75.93150684931507
292-89-3411,3533243629620804,Hannah,Francis,F,24412 Sean Isle,Little Falls,NJ,7424,40.8835,-74.2144,26222,"Therapist, sports",345284540479,42.03013698630137
616-79-2194,502023763175,Joe,Chapman,M,10629 Davidson Port Apt. 759,Murfreesboro,TN,37127,35.763,-86.3722,158701,Chief Technology Officer,144250586304,47.28219178082192
406-58-1246,3517536264752869,Darlene,Garcia,F,096 Shane Trafficway,Pollock,LA,71467,31.5,-92.4005,7998,Estate manager/land agent,4408567907,55.94794520547945
608-21-8734,4240321153550514324,Brian,Bowman,M,08779 Little Green Suite 925,Gilbert,SC,29054,33.958,-81.3914,9612,Food technologist,145427461824,28.649315068493152
096-65-8934,4581920487704,Jessica,Walters,F,32998 Gomez Knolls,Jacksonville,FL,32205,30.3172,-81.722,847415,Waste management officer,64178648472,79.9013698630137
349-60-8895,4640858588382563,Michelle,Woods,F,08467 Dominique Tunnel Apt. 543,Troy,NC,27371,35.3777,-79.9093,8132,"Investment banker, operational",411187772893,31.438356164383563
805-75-6420,4225018256247282,Jason,Chapman,M,01223 Miller Port Apt. 900,Savannah,GA,31404,32.0543,-81.0492,236823,Trading standards officer,720275316931,56.37260273972603
404-22-7265,503866045092,Isaiah,Lee,M,4003 Brendan Trace,Grand Rapids,MI,49525,43.0135,-85.6027,375580,Chartered accountant,242987434700,76.90958904109588
380-98-3290,213122471193602,Melissa,Barnes,F,277 Luke Harbors,Tulsa,OK,74136,36.0605,-95.9452,413574,Office manager,823281181278,42.73698630136986
851-08-7767,6011643850095374,Carrie,Nelson,F,6231 Tonya Flat,Carson,CA,90745,33.823,-118.2684,83241,Paediatric nurse,13377389452,52.87671232876713
812-80-4244,4642316544137277688,Ivan,Tapia,M,3494 Cindy Cape,Salt Lake City,UT,84109,40.7043,-111.8142,594043,Health physicist,471931004367,28.208219178082192
485-42-5574,2687017999324205,Sonia,Mitchell,F,4441 Jackson Grove,Kapaa,HI,96746,22.0868,-159.3448,18319,Location manager,856538458652,26.71780821917808
816-26-8209,6579025485362680,Keith,Campbell,M,38641 Tiffany Alley Suite 385,South Jordan,UT,84095,40.5541,-111.9539,50566,Intelligence analyst,813817742442,58.6958904109589
179-12-6404,3535990093781466,Amber,Burns,F,143 Wagner Pike Suite 437,Cleveland,TX,77328,30.3963,-95.194,34153,Arts development officer,800565494152,65.9945205479452
085-70-7396,4646726368154185,Jacqueline,Holmes,F,27729 Alex Path,Chattanooga,TN,37411,35.0271,-85.2356,198659,Insurance account manager,44386431879,24.315068493150687
667-72-6309,573566050338,Jill,Melendez,F,06773 Lisa Mountains,Queen Creek,AZ,85140,33.2286,-111.5322,120596,Community arts worker,198151062068,32.62191780821918
431-53-7789,3519087886538599,Rhonda,Williams,F,96342 Archer Burg Suite 504,Maple Shade,NJ,8052,39.9511,-74.9946,19172,"Teacher, English as a foreign language",150916777098,60.863013698630134
712-59-0962,4186706632016290736,Tony,Carpenter,M,919 Tracy Points,Washington,DC,20015,38.9658,-77.068,601723,"Designer, exhibition/display",770597361008,58.09041095890411
788-27-3824,30170864942698,Dorothy,Johnson,F,35490 Justin Trail,Panorama City,CA,91402,34.2262,-118.447,69817,Systems developer,495718883817,45.10958904109589
390-77-2944,2720587305498249,David,Gaines,M,302 Steven Plain Apt. 678,Keansburg,NJ,7734,40.4414,-74.1306,13269,"Accountant, chartered public finance",697444125402,56.19178082191781
657-35-3634,4589016492815037,Teresa,Hampton,F,0926 Williams Causeway,Norwood,MA,2062,42.1868,-71.2033,28602,"Engineer, electronics",562774236968,49.273972602739725
553-05-8481,4726282968244854,Paul,Johnson,M,2889 Bean Ferry,Port Richey,FL,34668,28.3011,-82.6927,42619,"Psychologist, sport and exercise",303359320618,40.68493150684932
078-54-8845,630491961276,Jared,Anderson,M,203 Stephen Roads,Jamesburg,NJ,8831,40.3425,-74.4336,45620,Economist,212262778019,32.06301369863014
271-36-4413,4962458701205,Noah,Phillips,M,2536 Brenda Drives,Poughkeepsie,NY,12601,41.7035,-73.9117,86794,Environmental health practitioner,401401327103,58.221917808219175
010-24-9033,4603967024365240553,Daniel,Duran,M,187 Maxwell Harbors Apt. 364,Sherwood,AR,72120,34.8807,-92.2303,31610,"Sales professional, IT",161262210869,54.64109589041096
361-92-9339,38385466232361,Andrew,Powell,M,986 Richards Curve Suite 949,Baytown,TX,77523,29.77,-94.8608,103027,Radio producer,978631145296,89.07945205479452
179-18-0828,4986226992066617996,Jason,Lopez,M,9992 Jason Terrace Suite 688,Wright City,MO,63390,38.8097,-91.0329,9760,"Psychologist, forensic",544215802406,26.4027397260274
626-24-6098,6011413482084935,Brendan,Gonzalez,M,122 Smith Avenue,Acton,MA,1720,42.4751,-71.4483,21361,Broadcast engineer,327661306398,66.76438356164384
669-85-7642,6011914304913417,Alice,Black,F,2872 Brittany Plains Suite 564,Pelham,NY,10803,40.9045,-73.8073,12435,"Designer, jewellery",866476506948,67.41917808219178
715-18-4864,589208235301,Laura,Washington,F,9194 Martinez Port Apt. 568,Mesa,AZ,85208,33.3984,-111.6513,478404,"Conservator, museum/gallery",8071732852,55.4027397260274
486-85-5972,4796618695729,Peter,Pearson,M,43474 Jennifer Island Apt. 137,Altoona,PA,16601,40.5209,-78.4089,63424,Water engineer,933364032872,28.183561643835617
100-02-0850,38732175036197,Philip,White,M,59991 Zachary Fields,Whiting,NJ,8759,39.951,-74.3607,33263,"Engineer, materials",44923733791,66.33972602739726
306-94-3013,4474890476078623517,Thomas,Dyer,M,5191 Soto Spurs Suite 173,Hacienda Heights,CA,91745,33.9977,-117.9652,54013,Dietitian,592120847250,61.64657534246575
356-11-4391,373409185805589,Natalie,Daniel,F,7449 Caldwell Gateway,Kingston,NY,12401,41.9697,-74.0668,35040,Town planner,127416241238,61.92876712328767
049-83-8060,30004093045413,Joshua,Rollins,M,822 Linda Burg,Freeport,FL,32439,30.4896,-86.1684,7715,"Engineer, manufacturing systems",419139700937,67.55616438356165
788-21-0654,4886407880267,Erica,Franklin,F,64693 Jennifer Junctions Suite 230,Sutton,NE,68979,40.654,-97.8735,1888,Energy manager,328429374890,56.706849315068496
871-03-8244,213167089870927,Amanda,Shelton,F,918 Glenn Common,Lyndhurst,NJ,7071,40.8094,-74.1245,20554,Chief Executive Officer,748181980777,68.13972602739726
831-50-6203,5458485805263216,Ashley,Douglas,F,7220 Perez Mountains,Altoona,IA,50009,41.6475,-93.4724,16136,Actor,526030624118,76.17260273972603
373-92-4564,4082317146199539464,Shawn,Tucker,M,2623 Warner Ports Suite 053,Louisville,KY,40205,38.2222,-85.6885,736284,"Administrator, Civil Service",820930891633,62.83013698630137
076-95-8760,4257870368605063064,James,Hamilton,M,0281 Adams Branch,Hialeah,FL,33010,25.8325,-80.2808,347944,Youth worker,646585931733,38.013698630136986
012-28-9612,676212030255,Brandy,Franklin,F,37597 Hall Creek Apt. 600,Worcester,MA,1605,42.2894,-71.7888,181315,Youth worker,587193359431,46.989041095890414
045-18-7594,374544920548943,Michael,Frost,M,118 Crystal Crest,Bar Harbor,ME,4609,44.3738,-68.2448,5222,Sports therapist,427758311390,70.46849315068494
645-45-8674,4456622952174,Lisa,Williams,F,0361 Pittman Inlet Suite 070,Avondale,AZ,85323,33.4321,-112.3438,74817,Housing manager/officer,951115825027,57.26575342465753
158-97-6908,6011235158501532,Michael,Jones,M,167 Leslie Center,Fort Wayne,IN,46814,41.0456,-85.3058,305409,"Loss adjuster, chartered",483297892147,68.32328767123288
064-48-2113,4413395479406453,Cindy,Frazier,F,790 Sharp Crossing Apt. 898,West Covina,CA,91791,34.0653,-117.8978,108175,Occupational therapist,929002904576,58.63835616438356
595-28-7040,371833597487680,Tina,Brooks,F,23771 Sanchez Avenue Apt. 922,Whiting,NJ,8759,39.951,-74.3607,33263,Agricultural engineer,397728875125,73.34794520547945
501-31-3556,4973239644028,Sean,Dorsey,M,26769 Jonathan Mill Suite 392,Beaver,PA,15009,40.6972,-80.3365,15082,Environmental manager,587211923258,43.37808219178082
668-19-0766,4209140169332843,Edward,Lewis,M,1998 Pamela Branch Suite 551,Austin,TX,78753,30.3648,-97.6827,940359,Land/geomatics surveyor,295677321717,21.572602739726026
130-50-0944,30569991383108,April,Collier,F,32262 Trevor Mountain Suite 331,Brooklyn,NY,11208,40.6762,-73.8736,2504700,Patent examiner,798377309294,33.446575342465756
717-05-6528,6570703850360591,Erik,Hanson,M,41074 David Park Suite 067,Norfolk,VA,23508,36.8859,-76.3004,242803,Medical technical officer,182563338256,37.865753424657534
465-54-2257,346200363856468,Nicholas,Campbell,M,5979 Dan Forge Suite 984,Canoga Park,CA,91304,34.2197,-118.6111,77086,"Therapist, sports",84995656740,37.52602739726027
614-91-8292,6011995504932661,Elizabeth,Anderson,F,461 Craig Stravenue,Sandy,TX,78665,30.5449,-97.6438,35985,Sports therapist,775609777954,35.320547945205476
825-84-1223,4594853400127623,Chad,Lee,M,4225 Espinoza Summit Suite 188,Austin,TX,78704,30.2428,-97.7658,940359,Secondary school teacher,997039479727,50.93972602739726
210-58-8616,4058416806134954,Jennifer,Mcdonald,F,0586 Hanson Port Suite 383,Missouri City,TX,77459,29.5704,-95.5423,91828,"Accountant, chartered certified",682282682147,43.71232876712329
158-26-6472,5280926166201653,Herbert,Flores,M,864 Porter Pike Suite 555,North Las Vegas,NV,89031,36.2589,-115.1718,214518,"Research officer, political party",108886290366,51.964383561643835
261-61-7061,4006875868240516653,David,Rodriguez,M,4418 Fitzpatrick Avenue,Valley Stream,NY,11580,40.6742,-73.7057,60957,Cytogeneticist,935451073243,59.24657534246575
207-68-6661,180008357017032,Jason,Williams,M,2386 Glenn Union Suite 089,Brooklyn,NY,11212,40.6625,-73.9145,2504700,Social researcher,31024004064,26.21917808219178
796-36-1134,4909619797978,Brandy,Nelson,F,413 Price Groves,New Orleans,LA,70131,29.9168,-89.996,382333,Secretary/administrator,326474132970,27.372602739726027
044-60-3353,377480957394058,Kevin,Burton,M,60294 Thomas Well,Westchester,IL,60154,41.8524,-87.8845,16773,Armed forces operational officer,256845189467,27.268493150684932
363-68-9839,4849073420319778,Kaitlin,Patel,F,9514 William Manors Suite 823,Candler,NC,28715,35.5376,-82.7001,24582,"Accountant, chartered certified",573381828780,45.032876712328765
860-78-5243,4841962332605860,Michelle,Sherman,F,6748 Corey Mills,Lancaster,PA,17601,40.0766,-76.3107,164596,"Engineer, automotive",3005591724,78.72602739726027
413-24-9673,4518178824261,Samantha,Underwood,F,9890 Reilly Freeway Apt. 723,Gilbert,AZ,85295,33.3054,-111.7408,211167,Public relations account executive,494432542504,38.02739726027397
515-75-0442,4379006548708470,Victoria,Carpenter,F,76755 Brittney Club Apt. 737,Amherst,VA,24521,37.6027,-79.0506,10576,"Scientist, audiological",386831851262,25.827397260273973
067-42-8096,3589458962683846,Krista,Ramos,F,020 Ross Drive,Pomona,CA,91768,34.0662,-117.7763,154204,Field seismologist,440636491023,67.26575342465753
112-24-1877,4518812988618208,Matthew,Freeman,M,9010 Willis Forges Suite 298,Denver,CO,80209,39.7074,-104.9686,990452,Cytogeneticist,607255213565,38.90958904109589
237-29-4504,3549703506757898,Jason,Stone,M,55707 Young Courts,Lexington,SC,29072,33.9724,-81.2359,90341,"Doctor, hospital",888370452860,37.44931506849315
224-13-5291,370570521879936,Kellie,Page,F,0458 Daniel Club Suite 147,Kearney,NE,68845,40.7514,-99.1291,36411,Arts development officer,114682329982,66.71506849315068
233-83-5288,566871568911,Natasha,Aguilar,F,9780 Jesse Hollow Suite 568,Owings,MD,20736,38.6955,-76.6061,8904,"Horticulturist, amenity",452102880184,83.93698630136986
589-38-0406,4640163295735,Peter,Hunter,M,59757 Carolyn Squares,Hamburg,NY,14075,42.7334,-78.8389,41937,Data processing manager,483881952218,20.983561643835618
107-66-6448,213102915854233,Darrell,Evans,M,518 Sims Glens Apt. 966,Gunnison,UT,84634,39.1545,-111.8167,3395,Aeronautical engineer,515167300741,64.15890410958905
